,Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,CareerPlansThisYear,Gender
1740,2019,2019-01-03 11:32:51.601,132000.0,United States,03873,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,20,500,Bachelors (4 years),No,"Yes, but they expired",45,100K-299K (city),Private business,"Stay with the same employer, same role",Male
1742,2019,2019-01-03 09:53:49.374,107000.0,United States,29201,Microsoft SQL Server,9,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,8,67,Bachelors (4 years),No,"Yes, but they expired",45,100K-299K (city),Private business,"Stay with the same role, but change employers",Male
1743,2019,2019-01-03 08:03:37.416,101500.0,United States,44122,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,9,185,Bachelors (4 years),Yes,"No, I never have",43,300K-1M (large city),Private business,"Stay with the same employer, same role",Male
1744,2019,2019-01-03 05:38:49.032,123000.0,United States,19047,Microsoft SQL Server,16,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,20,Bachelors (4 years),No,"No, I never have",45,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
1745,2019,2019-01-03 05:38:38.281,105000.0,United States,13057,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,15,25,Bachelors (4 years),Yes,"No, I never have",45,100K-299K (city),Private business,"Stay with the same role, but change employers",Male
1756,2019,2019-01-02 15:43:10.625,96000.0,United States,90002,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,No,12,20,Associates (2 years),No,"Yes, but they expired",40,1M+ (metropolis),Non-profit,Change both employers and roles,Female
1757,2019,2019-01-02 14:58:14.895,88000.0,United States,53095,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,7,75,Bachelors (4 years),No,"Yes, but they expired",45,20K-99K (large town),Private business,"Stay with the same employer, same role",Male
1758,2019,2019-01-02 14:54:52.041,97000.0,United States,805,Microsoft SQL Server,4,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,20,Bachelors (4 years),Yes,"No, I never have",40,100K-299K (city),Private business,"Stay with the same role, but change employers",Male
1759,2019,2019-01-02 14:28:47.633,118000.0,United States,,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,15,15,Masters,Yes,"Yes, and they're currently valid",40,300K-1M (large city),Local government,"Stay with the same employer, same role",Female
1760,2019,2019-01-02 14:19:59.848,131500.0,United States,92617,Microsoft SQL Server,13,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,13,1800,Bachelors (4 years),Yes,"Yes, but they expired",40,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
1761,2019,2019-01-02 13:54:36.129,97500.0,United States,,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,0,200,None (no degree completed),,"Yes, but they expired",40,300K-1M (large city),Private business,"Stay with the same employer, same role",Male
1762,2019,2019-01-02 13:21:03.804,130000.0,United States,07860,Microsoft SQL Server,11,Full time employee,Engineer,No,11,8,Associates (2 years),Yes,"No, I never have",24,20K-99K (large town),Private business,"Stay with the same employer, same role",Male
1763,2019,2019-01-02 13:19:50.807,145000.0,United States,85086,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,7,192,Bachelors (4 years),Yes,"Yes, but they expired",45,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
1765,2019,2019-01-02 11:42:44.703,160000.0,United States,94002,Microsoft SQL Server,20,Full time employee,Manager,Yes,8,40,Associates (2 years),No,"No, I never have",50,1M+ (metropolis),Private business,Change both employers and roles,Male
1766,2019,2019-01-02 11:24:10.898,102000.0,United States,,Microsoft SQL Server,12,Full time employee,Manager,Yes,1,50,Bachelors (4 years),Yes,"No, I never have",40,100K-299K (city),"Education (K-12, college, university)","Stay with the same employer, same role",Male
1767,2019,2019-01-02 11:13:19.751,103000.0,United States,03101,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,20,350,Bachelors (4 years),Yes,"Yes, but they expired",42,20K-99K (large town),Private business,"Stay with the same employer, same role",Female
1768,2019,2019-01-02 09:52:22.879,134000.0,United States,46130,Microsoft SQL Server,19,Full time employee,Engineer,No,13,1000,None (no degree completed),,"Yes, and they're currently valid",40,1M+ (metropolis),Private business,"Stay with the same employer,  but change roles",Male
1770,2019,2019-01-02 09:08:53.965,92000.0,United States,12228,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,17,1000,Bachelors (4 years),No,"No, I never have",40,100K-299K (city),State/province government,"Stay with the same employer,  but change roles",Male
1771,2019,2019-01-02 08:28:44.679,120000.0,United States,740,Microsoft SQL Server,15,"Independent consultant, contractor, freelancer,  or company owner",DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,12,Bachelors (4 years),No,"No, I never have",35,300K-1M (large city),Private business,Prefer not to say,Male
1774,2019,2019-01-02 06:45:38.199,103000.0,United States,,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,7,15,None (no degree completed),,"Yes, and they're currently valid",45,300K-1M (large city),Private business,"Stay with the same role, but change employers",Male
1775,2019,2019-01-02 06:34:11.093,148000.0,United States,78735,Microsoft SQL Server,16,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,15,70,Bachelors (4 years),Yes,"Yes, but they expired",40,300K-1M (large city),Private business,"Stay with the same employer,  but change roles",Male
1776,2019,2019-01-02 06:07:20.300,65000.0,United States,,Microsoft SQL Server,5,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,5,10,Associates (2 years),Yes,"Yes, and they're currently valid",40,300K-1M (large city),Private business,"Stay with the same employer, same role",Male
1778,2019,2019-01-02 05:27:17.282,106000.0,United States,77379,Microsoft SQL Server,10,Full time employee,Architect,Yes,10,6,Associates (2 years),Yes,"Yes, but they expired",50,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
1783,2019,2019-01-01 18:12:20.440,85000.0,United States,73162,Microsoft SQL Server,16,Full time employee,Manager,Yes,1,15,Bachelors (4 years),Yes,"No, I never have",55,300K-1M (large city),State/province government,"Stay with the same employer, same role",Male
1785,2019,2019-01-01 12:43:27.171,87000.0,United States,86301,Microsoft SQL Server,4,Full time employee,"Developer: App code (C#, JS, etc)",No,5,3,Masters,Yes,"No, I never have",42,20K-99K (large town),Private business,"Stay with the same employer, same role",Male
1786,2019,2019-01-01 07:46:34.420,128500.0,United States,19087,Microsoft SQL Server,16,Full time employee,Architect,Yes,22,9,Masters,Yes,"No, I never have",50,1M+ (metropolis),Private business,"Stay with the same employer,  but change roles",Male
1789,2019,2018-12-31 23:25:56.398,88000.0,United States,48126,Microsoft SQL Server,6,Full time employee,Engineer,No,6,6,Bachelors (4 years),Yes,"Yes, but they expired",40,300K-1M (large city),Private business,"Stay with the same employer, same role",Male
1790,2019,2018-12-31 18:03:31.684,66500.0,United States,16506,Microsoft SQL Server,11,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,11,6,Bachelors (4 years),Yes,"No, I never have",45,100K-299K (city),Private business,"Stay with the same employer, same role",Male
1791,2019,2018-12-31 15:24:55.145,92000.0,United States,48823,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,20,Bachelors (4 years),No,"No, I never have",36,300K-1M (large city),Private business,"Stay with the same employer,  but change roles",Male
1792,2019,2018-12-31 14:19:52.195,82000.0,United States,,Microsoft SQL Server,11,Full time employee,"Developer: App code (C#, JS, etc)",Yes,7,31,Bachelors (4 years),Yes,"Yes, but they expired",40,20K-99K (large town),Non-profit,"Stay with the same employer, same role",Male
1794,2019,2018-12-31 13:19:02.559,75000.0,United States,78701,PostgreSQL,4,Full time employee,Engineer,Yes,3,7,Bachelors (4 years),Yes,"No, I never have",55,300K-1M (large city),Private business,"Stay with the same employer, same role",Male
1795,2019,2018-12-31 12:50:28.319,96000.0,United States,65201,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,40,Masters,Yes,"No, I never have",45,"<= 20,000 (town)",Private business,"Stay with the same employer, same role",Female
1796,2019,2018-12-31 12:37:34.205,136500.0,United States,98004,Microsoft SQL Server,18,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,17,15,Bachelors (4 years),Yes,"No, I never have",45,1M+ (metropolis),Private business,"Stay with the same role, but change employers",Female
1797,2019,2018-12-31 12:08:38.109,95000.0,United States,98579,Microsoft SQL Server,16,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,16,6,Bachelors (4 years),No,"Yes, but they expired",50,20K-99K (large town),Private business,"Stay with the same employer, same role",Female
1799,2019,2018-12-31 11:38:52.320,153400.0,United States,98032,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,6,150,Associates (2 years),Yes,"Yes, and they're currently valid",40,300K-1M (large city),Private business,Change both employers and roles,Male
1800,2019,2018-12-31 10:12:46.782,115000.0,United States,33024,Microsoft SQL Server,20,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,20,125,Masters,No,"Yes, and they're currently valid",50,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
1801,2019,2018-12-31 09:40:58.655,189000.0,United States,95926,Microsoft SQL Server,16,"Independent consultant, contractor, freelancer,  or company owner","Developer: App code (C#, JS, etc)",No,30,2,Bachelors (4 years),Yes,"No, I never have",45,100K-299K (city),Private business,"Stay with the same employer, same role",Male
1802,2019,2018-12-31 09:39:28.459,117000.0,United States,80132,Microsoft SQL Server,13,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,13,100,Bachelors (4 years),Yes,"No, I never have",45,300K-1M (large city),Private business,Prefer not to say,Female
1804,2019,2018-12-31 09:22:30.163,138000.0,United States,,Microsoft SQL Server,5,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,60,Bachelors (4 years),Yes,"No, I never have",40,300K-1M (large city),Non-profit,"Stay with the same employer, same role",Male
1806,2019,2018-12-31 08:53:31.527,87000.0,United States,10004,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,10,500,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,1M+ (metropolis),Private business,"Stay with the same employer, same role",Male
1807,2019,2018-12-31 08:34:21.779,85000.0,United States,78660,Microsoft SQL Server,18,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,32,None (no degree completed),,"No, I never have",50,300K-1M (large city),Private business,Change both employers and roles,Male
1808,2019,2018-12-31 08:10:49.451,79000.0,United States,546,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,8,120,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,20K-99K (large town),Private business,"Stay with the same employer, same role",Male
1809,2019,2018-12-31 08:00:13.281,160000.0,United States,972,Microsoft SQL Server,11,Full time employee,Developer: T-SQL,Yes,1,3,Bachelors (4 years),No,"No, I never have",40,300K-1M (large city),Private business,"Stay with the same employer, same role",Female
1810,2019,2018-12-31 07:24:44.628,86000.0,United States,55387,Microsoft SQL Server,17,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,200,Associates (2 years),No,"Yes, but they expired",60,20K-99K (large town),Non-profit,"Stay with the same employer,  but change roles",Female
1811,2019,2018-12-31 07:20:32.712,136000.0,United States,,Oracle,12,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,100,Bachelors (4 years),No,"No, I never have",40,20K-99K (large town),Private business,"Stay with the same employer, same role",Male
1813,2019,2018-12-31 06:59:32.076,110000.0,United States,03852,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,No,5,10,Bachelors (4 years),No,"Yes, and they're currently valid",40,20K-99K (large town),Private business,"Stay with the same employer, same role",Male
